employee_id,department,gender,age,length_of_service,previous_year_rating,awards_won?,no_of_trainings,avg_training_score,is_promoted
42811,Procurement,f,37,8,3,0,1,67,0
360,Sales & Marketing,m,34,5,4,0,1,51,0
36553,Sales & Marketing,m,26,3,3,0,1,51,0
3782,R&D,m,30,4,3,0,2,82,0
36705,Operations,m,34,6,5,0,1,59,0
17196,Operations,m,33,8,3,0,1,54,0
60923,Operations,m,41,3,4,0,1,65,0
36302,Operations,m,50,5,4,0,2,54,0
65187,Analytics,f,27,4,3,0,1,83,0
43601,Operations,m,34,9,3,0,1,63,0
36323,Sales & Marketing,m,41,10,2,0,1,50,0
45646,Operations,f,29,5,1,0,1,59,0
30922,Technology,f,42,13,3,0,1,84,0
46422,Operations,m,28,2,5,0,1,59,0
7417,Technology,m,29,6,4,0,2,76,0
31168,Finance,m,32,6,1,0,2,58,0
21493,Analytics,f,29,4,1,0,1,83,0
77884,Procurement,m,33,5,3,0,1,71,0
42370,HR,f,20,2,4,0,1,50,0
41263,Analytics,m,38,9,3,0,1,87,0
75819,Technology,f,33,4,3,0,1,80,0
1810,Procurement,f,44,4,2,0,1,71,0
71338,Sales & Marketing,m,44,6,3,0,1,51,1
34944,Operations,m,57,19,1,0,1,60,0
65848,Sales & Marketing,m,35,7,3,1,2,62,1
48175,Operations,m,34,7,4,0,1,61,0
66466,HR,m,40,7,3,0,1,54,0
58869,Procurement,f,27,2,3,0,1,67,0
42845,Sales & Marketing,m,30,9,3,0,2,54,0
54901,Sales & Marketing,m,39,8,3,0,1,49,0
50446,Technology,f,41,12,3,0,1,78,0
11830,HR,m,35,10,4,0,1,49,1
4040,Technology,m,55,4,3,0,1,75,0
8559,Sales & Marketing,m,28,4,3,0,1,49,0
44866,Procurement,f,36,8,1,0,1,66,0
58127,Sales & Marketing,f,30,5,4,0,1,47,0
61378,HR,m,24,1,,0,1,42,0
72470,Operations,m,45,8,5,0,2,60,0
57729,Sales & Marketing,m,29,3,5,0,1,52,0
32027,Sales & Marketing,m,48,5,3,0,1,63,1
74485,Procurement,f,27,2,5,0,1,68,0
63717,Sales & Marketing,m,31,6,2,0,1,50,0
34032,Analytics,m,31,3,3,0,1,85,0
77210,Technology,f,42,12,3,0,1,79,1
13520,Technology,m,37,6,5,0,1,81,1
12817,HR,m,20,1,,0,1,49,0
15050,Finance,m,27,3,3,0,2,58,0
20740,Analytics,m,32,7,5,0,1,92,0
51021,Operations,m,33,7,2,0,1,60,0
64645,Sales & Marketing,m,49,7,1,0,1,51,0
19837,Operations,m,44,16,1,1,1,62,0
26584,Analytics,m,29,5,3,0,1,81,0
28017,Procurement,m,30,9,3,0,1,71,0
2802,Finance,m,45,5,3,0,1,61,0
62686,Operations,m,41,3,3,0,1,58,0
59780,HR,f,59,15,2,0,1,49,0
31146,Procurement,m,41,7,3,0,1,77,0
3335,Analytics,m,29,4,3,0,3,92,1
35479,Operations,f,34,7,2,0,1,57,0
45532,Sales & Marketing,m,46,16,3,0,2,45,0
68663,Sales & Marketing,m,34,7,5,0,1,51,0
29409,Sales & Marketing,f,32,6,3,0,1,59,1
39515,Sales & Marketing,m,33,6,2,0,1,57,0
32392,Sales & Marketing,f,33,3,3,0,1,51,0
4114,Operations,f,29,4,5,0,1,55,0
69794,R&D,m,40,5,5,0,2,86,0
33542,Analytics,m,37,4,5,0,3,83,0
72929,Operations,f,27,7,3,0,1,62,0
34447,Operations,f,30,5,4,0,1,56,0
10183,Technology,m,24,3,3,0,1,79,0
61674,Operations,f,35,5,3,0,1,62,0
75206,Operations,f,41,9,5,0,1,61,0
61250,Procurement,f,40,11,1,0,2,73,0
35933,Sales & Marketing,m,45,19,1,0,1,50,0
78163,HR,m,29,1,,0,1,48,0
48352,Technology,m,28,7,3,0,2,81,0
24633,Sales & Marketing,m,47,5,4,0,1,49,0
35269,Finance,m,27,2,4,0,1,58,0
77315,Operations,m,35,12,3,0,3,76,1
13404,Sales & Marketing,m,29,3,5,0,1,49,0
25196,Technology,m,52,12,2,0,1,75,0
67404,Technology,m,39,9,3,0,1,78,0
31778,Procurement,m,30,7,3,0,1,71,0
19843,Sales & Marketing,f,33,5,3,0,2,50,0
18451,Procurement,f,35,4,3,0,1,68,0
20969,Procurement,f,32,6,1,0,1,67,0
69773,Analytics,m,31,3,5,0,1,83,1
29199,Operations,m,33,3,1,0,1,59,0
1184,Operations,m,34,6,4,0,1,59,0
26631,Sales & Marketing,m,41,3,3,0,1,43,0
31264,Operations,m,27,2,3,0,1,62,0
35522,Analytics,m,30,3,5,0,3,83,0
61885,Sales & Marketing,m,39,6,3,1,1,65,1
21270,Sales & Marketing,m,23,2,4,0,1,46,0
54804,Operations,m,31,4,5,0,1,61,0
59609,Analytics,m,37,7,5,0,2,86,0
76461,Technology,f,30,4,5,0,1,82,1
9312,Legal,m,44,17,5,0,1,58,0
13722,Finance,f,31,7,3,0,1,53,0
1624,Procurement,m,50,6,4,0,1,75,0
54847,Sales & Marketing,m,40,5,5,1,1,96,1
61353,Analytics,m,37,4,3,0,2,87,0
37899,Operations,m,41,9,4,0,1,64,0
55200,Procurement,f,34,10,3,0,1,67,0
45478,Sales & Marketing,m,31,2,3,1,1,51,0
39206,Analytics,m,34,3,2,0,2,81,0
68306,Procurement,m,36,9,5,0,1,72,1
43535,Technology,f,30,5,5,0,1,76,0
38664,Operations,m,29,3,4,0,1,63,0
44858,Sales & Marketing,f,30,1,,0,1,49,0
27133,Procurement,m,45,6,4,0,1,70,0
77420,Operations,m,43,9,5,0,1,62,0
11522,Operations,m,32,2,4,0,2,60,0
21225,Technology,m,28,6,1,0,1,78,0
78139,Sales & Marketing,m,50,10,5,0,1,54,1
62084,Operations,m,28,1,,0,1,58,0
66602,HR,m,51,9,1,1,1,52,0
13927,Procurement,f,40,3,4,0,1,71,0
39088,Procurement,m,41,4,3,0,1,76,0
13667,Operations,m,32,3,5,0,1,63,0
5449,Technology,f,33,9,1,0,2,78,0
64776,Sales & Marketing,m,45,6,4,0,1,48,0
33783,Sales & Marketing,m,59,27,4,0,1,52,0
45965,Technology,m,23,2,3,0,1,78,0
4407,Operations,f,34,6,4,0,1,59,0
47463,Finance,m,28,5,5,0,1,77,1
78127,Sales & Marketing,m,36,4,1,0,1,54,0
50371,Procurement,m,36,4,3,0,1,69,1
36062,Sales & Marketing,m,45,16,3,0,1,51,0
75371,Operations,f,32,6,3,0,1,56,0
57178,Procurement,f,30,4,3,0,2,71,0
33117,Sales & Marketing,m,33,7,3,0,1,48,0
2235,Analytics,m,27,3,4,0,2,86,0
26246,Procurement,f,37,7,1,0,1,70,0
15252,Procurement,m,31,7,3,0,3,69,0
28226,Operations,m,30,8,3,0,1,60,0
59125,Sales & Marketing,m,39,10,1,0,1,49,0
1787,HR,m,51,7,5,0,1,48,0
57868,Sales & Marketing,m,42,12,5,0,1,49,0
5768,Operations,m,24,1,,0,1,65,0
53243,Procurement,m,31,7,3,0,3,68,0
59885,Analytics,m,26,1,,0,1,84,0
71786,Procurement,m,36,10,4,0,1,67,1
34348,Analytics,m,45,12,3,0,1,85,0
27743,Operations,m,35,4,5,0,1,58,0
23552,Sales & Marketing,m,34,3,3,0,1,47,0
65664,Finance,m,26,2,3,0,1,60,0
397,Procurement,f,36,8,4,0,1,74,0
31914,Sales & Marketing,m,27,2,3,0,2,48,0
49116,Sales & Marketing,m,33,9,2,0,1,49,0
40682,Technology,m,45,18,2,0,1,78,0
43768,Analytics,m,32,4,1,0,1,86,0
7217,Technology,m,33,2,1,0,1,69,0
43687,Operations,m,34,8,1,0,1,58,0
44752,Sales & Marketing,m,35,8,3,0,1,48,0
75757,Legal,f,36,7,5,0,1,58,0
27547,HR,m,36,8,5,0,1,51,0
72816,Operations,f,27,4,4,0,1,65,0
49826,Analytics,m,29,6,4,0,2,86,0
51,Procurement,f,24,1,,0,1,68,0
64676,Technology,m,28,4,5,0,1,91,1
50993,Sales & Marketing,f,34,5,4,0,1,48,0
36787,Sales & Marketing,f,36,4,2,0,1,50,0
10079,Sales & Marketing,f,30,3,4,0,2,47,0
69456,Technology,m,37,3,4,0,1,76,0
23419,Analytics,f,29,2,3,0,1,87,0
44494,Operations,f,31,4,5,0,1,84,1
27586,Legal,f,28,1,,0,1,59,0
7759,Sales & Marketing,m,37,7,3,0,1,46,0
9794,Operations,f,34,7,1,0,1,63,0
28164,Operations,f,38,10,4,0,1,62,0
12984,Operations,f,28,3,5,0,2,56,0
69202,Sales & Marketing,m,33,8,1,0,3,49,0
362,Finance,m,33,6,5,0,1,57,0
15831,Procurement,m,37,13,3,0,1,73,0
69222,Operations,m,27,3,3,0,1,59,0
887,Procurement,m,30,1,,0,1,73,0
42793,Sales & Marketing,m,21,2,3,1,1,64,1
56622,Sales & Marketing,m,34,9,5,0,1,49,0
58461,Legal,m,30,4,2,0,1,62,0
15381,Analytics,m,29,6,5,0,1,85,0
393,Analytics,m,27,1,,0,3,84,0
16186,Technology,f,25,1,,0,2,79,0
59175,Operations,m,27,5,5,0,1,57,0
56457,Sales & Marketing,m,29,6,3,0,1,47,0
55317,Analytics,m,29,5,5,0,2,82,0
38227,Technology,m,28,7,1,0,1,82,1
14225,Technology,m,47,15,4,0,1,76,0
26797,Finance,f,40,11,1,0,1,60,0
30410,HR,f,34,4,5,0,1,48,0
58297,Analytics,m,38,9,5,0,1,82,0
16444,Procurement,m,31,3,3,0,1,72,0
27914,Procurement,f,42,12,5,0,1,68,0
452,Operations,m,48,18,3,0,1,64,0
51020,Analytics,m,54,8,5,0,1,84,0
14892,Analytics,m,28,3,3,0,1,81,0
68985,Finance,m,33,7,5,0,1,62,0
49796,Analytics,m,30,4,2,0,1,85,0
49369,Legal,m,34,5,1,0,1,62,0
65495,Operations,m,26,4,3,0,1,59,0
74787,Analytics,m,29,5,3,0,1,86,0
16294,Technology,f,30,4,2,0,1,78,0
7374,Sales & Marketing,m,30,4,3,0,1,47,0
43850,Procurement,f,33,2,4,0,1,70,0
33763,Procurement,m,28,5,3,0,1,67,0
59211,Operations,m,39,12,4,0,1,57,0
29380,Sales & Marketing,m,29,4,4,0,1,50,0
66349,Technology,f,35,3,1,1,1,98,1
48567,Sales & Marketing,m,28,3,4,0,1,54,0
75265,Sales & Marketing,m,32,7,5,0,1,51,0
39333,Analytics,m,47,5,5,0,1,84,0
25737,Technology,m,33,6,4,0,3,80,0
34029,Sales & Marketing,m,38,7,4,0,2,47,0
59465,Operations,m,48,15,5,0,1,62,0
689,Procurement,m,42,2,3,0,1,69,0
75812,Analytics,m,27,2,3,0,1,89,1
20096,Analytics,m,27,3,4,0,1,83,0
15290,Sales & Marketing,f,42,6,5,0,1,48,0
25783,Operations,f,34,6,1,0,1,62,0
66176,Operations,m,34,5,3,0,3,63,1
66733,Analytics,m,29,6,5,0,1,85,0
50199,Analytics,m,31,4,4,0,1,85,0
30294,Finance,m,27,4,4,0,1,61,0
61128,Sales & Marketing,m,24,2,3,0,1,50,0
23096,Operations,m,28,6,3,0,2,57,1
567,Sales & Marketing,m,35,10,4,0,1,49,0
2800,Analytics,m,32,4,1,0,1,87,0
17884,Procurement,m,34,10,2,0,1,67,0
67172,Technology,m,36,6,3,0,2,76,0
21248,Analytics,m,34,7,3,0,1,88,0
31810,Operations,f,37,8,3,0,1,65,0
43952,Sales & Marketing,m,36,3,3,0,1,59,1
76776,Analytics,f,29,5,3,0,1,81,1
8515,Procurement,m,40,4,4,0,2,69,0
51936,Sales & Marketing,m,37,4,4,0,1,47,0
70026,Finance,m,36,8,5,0,1,58,0
1134,Sales & Marketing,m,36,5,1,0,1,51,0
63255,Analytics,m,29,3,5,1,1,92,1
39035,HR,m,30,4,5,0,1,51,0
20279,Operations,f,33,4,4,0,2,60,1
8732,Sales & Marketing,m,41,12,3,0,1,50,0
45036,Operations,f,56,15,4,0,2,60,0
46309,Sales & Marketing,m,32,5,4,0,2,47,0
60894,Sales & Marketing,m,35,3,4,0,2,47,0
64468,Finance,m,32,4,4,0,1,60,0
78122,Analytics,m,26,2,5,0,1,86,0
39567,Operations,m,26,2,4,0,1,57,0
52881,HR,f,37,12,3,0,1,51,0
72822,Procurement,f,34,6,5,0,1,72,0
22084,Sales & Marketing,m,37,9,5,0,2,50,0
11233,Analytics,f,39,9,3,0,1,82,0
24242,Operations,f,29,2,4,0,1,60,0
66462,Finance,m,53,3,3,0,1,58,0
11026,Operations,f,60,3,3,0,1,71,1
23563,Sales & Marketing,f,31,2,3,0,1,53,0
48602,Sales & Marketing,f,32,6,4,0,1,46,0
72862,Procurement,f,39,7,5,0,1,66,0
62689,Sales & Marketing,m,42,5,4,0,1,46,0
40282,Sales & Marketing,m,45,2,5,0,1,50,0
4171,Technology,m,32,6,3,0,1,81,0
22890,Technology,f,37,10,3,0,1,77,0
43510,Sales & Marketing,m,27,1,,0,1,52,0
557,Sales & Marketing,m,26,1,,0,1,52,0
49799,Operations,m,29,6,5,0,1,60,0
15618,Sales & Marketing,m,60,4,2,0,2,48,0
2830,Sales & Marketing,m,25,3,3,0,1,48,0
16303,Sales & Marketing,m,35,10,3,0,1,51,0
77127,Procurement,f,34,3,3,0,1,73,0
23740,Sales & Marketing,f,37,5,3,0,2,51,0
47643,Analytics,m,29,5,3,0,1,86,0
58163,Sales & Marketing,f,51,8,4,0,2,51,0
5170,Technology,f,31,2,5,0,2,82,0
43216,Analytics,m,28,3,5,0,1,85,0
16089,Analytics,m,52,3,3,0,1,80,0
69666,Procurement,m,34,8,3,0,1,65,0
14372,Operations,m,25,4,5,0,1,61,0
42281,Sales & Marketing,m,42,10,1,0,1,50,1
78170,Sales & Marketing,m,27,4,5,0,1,45,0
26438,Technology,m,30,2,4,0,1,77,0
11858,Operations,m,40,4,3,0,1,57,0
5347,Sales & Marketing,m,29,3,5,0,1,52,1
8661,Operations,f,32,4,3,0,2,60,0
20609,Sales & Marketing,f,24,2,1,0,1,50,0
49939,Analytics,m,44,12,5,0,2,82,0
41796,Operations,m,26,1,,0,1,63,0
42202,Technology,m,58,26,3,0,1,82,0
23633,Technology,m,39,5,3,0,1,79,0
9997,Sales & Marketing,f,29,8,3,0,1,53,0
37379,Sales & Marketing,m,25,1,,0,4,47,0
31867,Finance,m,52,7,1,0,1,59,0
12045,Sales & Marketing,m,32,3,5,0,1,51,0
43954,Analytics,m,39,4,5,0,1,82,0
59502,Sales & Marketing,m,24,2,4,0,3,51,0
15111,Procurement,f,48,15,3,0,3,65,0
42619,HR,m,29,2,5,0,1,50,0
22937,Analytics,m,36,3,3,0,2,86,0
59083,Technology,m,50,15,3,0,2,79,0
25233,Operations,m,41,9,5,0,1,59,0
44372,Sales & Marketing,f,40,5,2,0,1,45,0
49513,Procurement,f,30,9,3,0,1,68,0
34528,Procurement,f,28,1,,0,2,69,0
17357,Finance,m,47,2,3,0,1,56,0
30814,Operations,m,48,19,5,0,2,57,0
13109,Sales & Marketing,f,35,8,5,0,1,48,0
69891,Procurement,f,30,4,4,0,5,65,0
8875,Procurement,m,28,2,4,0,1,69,0
75410,HR,m,34,4,5,0,1,51,0
44904,Sales & Marketing,m,41,12,4,0,1,52,0
34889,Operations,f,36,3,3,0,1,57,0
68024,Technology,m,33,6,3,0,1,78,0
36052,Technology,f,35,4,3,0,1,77,0
5426,Procurement,m,32,4,5,0,1,71,0
38,Analytics,m,26,2,5,0,1,86,0
6593,Analytics,m,35,3,1,0,1,85,0
16121,Operations,m,37,9,4,0,1,61,0
12185,Finance,m,30,4,2,0,1,56,0
20573,Sales & Marketing,m,34,6,5,0,1,49,1
65417,Analytics,m,29,6,3,0,2,87,0
62673,Sales & Marketing,m,26,1,,0,1,45,0
23481,Procurement,m,30,10,2,0,1,66,0
38940,Operations,f,36,7,5,0,1,58,0
5871,Operations,m,29,1,,0,1,60,0
47792,Sales & Marketing,m,27,1,,0,1,45,1
73708,Technology,m,30,4,1,0,1,82,0
19220,Sales & Marketing,m,32,6,5,0,1,50,0
3746,Legal,m,29,1,,0,1,60,0
15722,Operations,m,28,2,5,0,1,61,0
7403,Analytics,m,36,3,5,0,2,84,1
13920,Technology,m,36,9,5,0,2,93,1
1098,Procurement,m,41,6,5,0,1,72,0
51564,HR,f,32,5,3,0,1,46,0
17819,Operations,f,45,3,3,0,1,63,0
44699,Sales & Marketing,m,31,7,2,0,1,49,0
11899,HR,f,25,1,,0,1,52,0
44371,Operations,m,40,11,5,0,2,62,0
16759,Operations,m,43,12,5,0,1,62,1
72079,Analytics,m,32,5,5,0,1,89,0
50502,Sales & Marketing,m,22,1,,0,1,52,0
32611,Operations,m,47,14,1,0,1,59,0
26356,Sales & Marketing,m,23,1,,0,1,46,0
20811,Operations,m,33,6,5,0,1,62,0
33682,Sales & Marketing,m,26,2,4,0,3,52,0
65314,Sales & Marketing,m,30,1,,0,2,50,0
25781,HR,m,32,5,4,0,1,46,0
5035,Sales & Marketing,m,49,16,1,0,1,55,0
48720,Procurement,m,34,3,5,0,1,67,0
36673,Sales & Marketing,f,27,4,5,0,1,45,0
75355,Sales & Marketing,f,32,5,3,0,1,54,0
14960,HR,f,29,4,5,0,1,47,0
53043,Sales & Marketing,m,32,4,3,0,2,47,0
73002,Sales & Marketing,m,29,3,3,0,2,49,0
63677,Sales & Marketing,m,32,4,1,0,3,48,0
10492,Sales & Marketing,m,36,2,5,0,1,48,0
45841,Sales & Marketing,m,55,10,3,0,1,46,0
7648,Operations,f,54,16,5,0,1,60,0
67746,Technology,f,38,9,4,0,1,78,0
13511,Procurement,m,26,2,1,0,1,71,0
63804,Operations,f,44,10,4,0,3,58,0
71687,Procurement,m,36,9,3,0,1,66,0
30962,Operations,m,28,4,4,0,2,60,0
42782,Operations,f,36,5,3,0,1,60,0
50543,Sales & Marketing,m,31,5,3,0,1,53,0
32717,Finance,m,27,3,1,0,1,58,0
60235,Operations,m,52,12,1,0,1,59,0
15497,Analytics,m,26,1,,0,1,84,0
20812,Operations,f,36,8,5,0,1,76,1
57469,Operations,f,29,7,3,0,1,61,0
48676,Technology,f,26,4,1,0,1,81,0
20600,Operations,m,29,8,1,0,1,62,0
29438,Sales & Marketing,m,24,1,,0,1,47,0
32450,Sales & Marketing,m,27,2,3,0,1,49,0
5155,Operations,m,36,10,4,0,1,55,0
38844,Sales & Marketing,f,52,10,2,0,1,51,0
22712,Sales & Marketing,f,29,1,,0,1,50,0
46043,Analytics,m,29,6,3,0,1,82,0
59253,Sales & Marketing,m,29,1,,0,1,48,0
23567,Sales & Marketing,m,41,4,5,0,1,48,0
75769,Procurement,m,28,2,2,0,1,70,0
70291,Technology,m,38,8,3,0,1,80,1
13967,Sales & Marketing,m,33,9,3,0,1,49,0
8512,Analytics,m,28,4,3,0,1,86,0
50195,Sales & Marketing,m,23,2,1,0,1,53,0
31675,Sales & Marketing,m,37,4,2,0,1,46,0
41991,Sales & Marketing,m,34,8,4,0,1,48,0
53619,Procurement,m,36,4,5,1,1,82,1
42463,Analytics,f,34,5,3,0,1,82,0
49161,Technology,m,38,3,3,0,2,78,0
18831,Operations,m,33,6,3,0,1,55,0
35898,Operations,f,47,13,4,0,1,62,0
10959,Operations,f,30,5,4,0,1,53,0
76760,Technology,f,26,1,,0,1,81,0
15173,Sales & Marketing,m,37,10,3,0,1,49,0
8877,Technology,m,28,3,3,0,3,82,0
26489,Operations,m,27,1,,0,1,63,0
37177,Operations,m,37,3,3,0,1,64,0
59491,Legal,m,30,4,4,0,1,60,0
75147,Technology,m,31,5,4,0,3,77,0
58469,Analytics,m,20,2,5,0,3,85,0
68281,Sales & Marketing,m,42,12,1,0,1,48,0
36013,Technology,m,39,4,4,0,1,80,0
24154,Operations,m,35,4,4,1,1,71,1
70797,Technology,m,37,11,1,0,2,82,0
54172,Sales & Marketing,m,35,6,4,0,1,48,0
71648,Analytics,m,38,7,5,0,2,87,0
77292,Sales & Marketing,m,39,10,3,0,1,51,0
9749,Sales & Marketing,f,24,2,4,0,1,53,1
63663,Operations,f,28,2,5,0,1,60,0
42262,Analytics,m,36,4,4,0,2,81,0
38351,Procurement,m,37,8,3,0,1,69,0
41792,Sales & Marketing,f,28,4,1,0,5,47,0
28595,Technology,f,26,2,3,0,1,83,0
41439,Operations,m,41,2,4,0,1,57,0
24650,R&D,m,34,5,3,0,1,87,0
38367,Operations,m,39,11,4,0,2,71,1
76567,Legal,m,27,1,,1,1,97,1
35098,R&D,m,31,5,4,0,1,82,0
75946,Sales & Marketing,m,40,13,5,0,1,51,0
17416,Operations,m,31,4,3,1,2,60,0
52287,Procurement,f,34,7,3,0,2,66,0
69979,Operations,m,26,4,3,0,1,58,0
4238,Analytics,m,31,5,4,0,1,82,0
15929,Operations,m,44,3,5,0,1,61,0
4595,Operations,f,32,5,5,0,1,73,1
39212,Sales & Marketing,m,39,9,3,0,1,48,0
9161,Operations,f,24,1,,0,2,61,0
67456,Sales & Marketing,f,25,2,3,0,1,49,0
20709,Finance,m,33,7,5,0,1,71,1
78024,HR,m,26,1,,0,1,51,0
49929,Operations,m,22,1,,0,1,61,0
67495,Analytics,m,29,6,1,0,1,85,0
57362,Operations,m,25,1,3,0,2,56,0
43551,Operations,f,27,2,4,0,1,57,0
57492,Sales & Marketing,m,30,5,2,0,1,47,0
46070,Operations,m,38,4,3,0,2,57,0
64438,Analytics,m,28,3,3,0,1,85,0
41881,Sales & Marketing,m,29,3,1,0,1,50,0
18189,Technology,m,27,2,2,0,2,80,0
59099,Analytics,m,32,4,3,0,1,81,0
31917,Operations,f,29,7,4,0,1,61,0
14838,HR,f,36,9,3,0,1,53,0
48396,Technology,f,36,8,4,0,1,75,0
8452,Technology,m,42,14,2,0,1,80,0
42324,Sales & Marketing,m,28,5,1,0,2,48,0
22736,Sales & Marketing,m,41,13,5,0,1,62,1
72988,Operations,m,38,8,3,0,1,55,0
22772,Sales & Marketing,m,42,14,3,0,1,48,0
68695,Analytics,f,29,8,3,0,1,85,0
24017,Analytics,m,30,2,2,0,1,88,0
22120,Finance,m,35,9,3,0,3,60,0
14926,Technology,m,33,9,4,0,1,76,0
34080,Procurement,m,34,4,3,0,4,67,0
26806,Analytics,m,54,7,3,0,1,82,0
35584,Technology,f,26,4,2,0,2,79,0
26364,Sales & Marketing,m,39,2,3,0,2,47,1
78178,Operations,m,51,17,3,0,2,73,1
32819,Sales & Marketing,f,28,4,3,0,1,51,0
18241,Procurement,m,38,9,2,0,1,69,0
72210,HR,f,35,3,3,0,1,47,0
73151,Operations,m,52,15,4,0,1,62,0
38417,Operations,f,35,8,3,0,1,59,0
22869,Technology,m,38,7,3,0,1,78,0
67753,Procurement,m,40,7,3,0,2,74,0
9336,Sales & Marketing,m,31,7,3,0,1,42,0
71268,Sales & Marketing,f,37,4,5,0,1,49,0
28062,Operations,m,39,10,5,0,2,61,0
34562,Technology,m,38,4,4,0,1,81,0
60350,Sales & Marketing,m,33,9,1,0,1,47,0
1988,Procurement,f,34,5,5,0,2,67,1
19575,Operations,m,32,8,3,0,2,63,0
54091,Operations,f,41,5,5,0,1,61,0
61871,Legal,m,24,2,5,0,1,60,0
54816,Sales & Marketing,m,39,5,5,0,1,49,0
38334,Sales & Marketing,f,31,5,2,0,1,49,0
48538,Technology,m,54,7,1,0,1,77,0
47819,Operations,f,55,5,3,0,1,56,0
67797,Operations,f,32,3,3,0,1,60,0
77097,Technology,f,30,5,2,0,1,82,0
33931,Operations,f,34,10,5,0,1,58,0
21271,Analytics,f,29,1,,0,1,82,0
57304,Procurement,f,52,20,3,0,1,66,0
61437,Finance,m,26,1,,0,1,65,0
61892,Sales & Marketing,m,33,5,5,0,1,46,0
9278,Sales & Marketing,f,32,5,2,0,2,46,0
45698,Sales & Marketing,m,48,18,3,0,1,50,0
35667,Sales & Marketing,m,32,6,4,0,1,51,0
47746,Technology,m,30,5,3,0,1,80,0
70872,Sales & Marketing,m,42,13,1,0,1,51,0
45837,Operations,m,27,4,3,0,1,61,0
44161,Sales & Marketing,m,33,7,2,0,1,52,0
65035,Finance,f,34,7,5,0,1,58,1
37706,Analytics,m,33,5,3,0,1,83,0
54107,Technology,m,29,4,5,0,2,74,0
26981,Analytics,m,39,9,5,0,1,87,0
10553,Sales & Marketing,m,47,7,4,0,1,51,0
39448,Operations,m,36,10,4,0,1,63,0
15958,Operations,f,30,3,4,0,1,61,0
49530,Sales & Marketing,m,31,3,1,0,1,50,0
48090,Sales & Marketing,m,40,3,4,0,1,49,0
58777,Analytics,m,27,3,1,0,1,85,0
61688,Analytics,m,28,2,4,0,1,88,1
16618,Technology,m,26,4,3,0,1,87,0
62768,Sales & Marketing,m,58,19,3,0,3,48,0
34827,Sales & Marketing,m,49,2,3,0,1,52,0
29574,Sales & Marketing,m,42,9,3,0,1,47,0
67367,Operations,f,32,5,5,0,2,57,0
46369,Procurement,f,42,9,3,0,1,70,0
58391,Procurement,f,38,6,2,0,1,70,0
65940,Analytics,m,31,7,3,0,2,87,0
76246,Operations,m,34,8,5,0,1,61,0
10898,Sales & Marketing,m,43,8,5,0,1,47,0
77366,Operations,m,39,5,3,0,1,58,0
50251,Technology,m,40,5,4,0,3,77,0
62102,Analytics,m,34,8,2,0,2,83,0
32990,Procurement,m,30,3,4,0,2,64,0
10353,Operations,f,38,4,4,0,1,61,0
33703,Sales & Marketing,m,28,6,3,0,1,52,0
74681,Sales & Marketing,m,38,2,3,0,1,46,0
20428,Sales & Marketing,m,31,6,3,0,2,47,0
77988,Sales & Marketing,m,27,4,4,0,2,50,0
11941,Sales & Marketing,m,53,3,1,0,2,48,0
62205,Technology,f,34,2,2,0,1,77,0
48449,Operations,m,35,7,3,0,1,57,0
42654,Finance,m,35,7,3,0,2,54,0
43006,R&D,m,28,2,4,1,1,82,0
39493,Sales & Marketing,m,40,8,5,0,2,48,0
12134,Sales & Marketing,m,47,17,4,0,1,53,0
9892,Operations,m,40,3,4,0,1,55,0
46337,Technology,m,35,3,3,0,1,83,1
59979,Operations,f,29,1,,0,2,53,0
6040,Sales & Marketing,m,22,1,,0,1,50,0
64262,Procurement,f,38,4,5,0,1,74,0
19158,Finance,f,28,2,4,0,1,58,0
15736,Procurement,m,29,5,3,0,1,70,0
2350,Analytics,m,27,2,5,0,2,85,0
24184,Sales & Marketing,m,43,13,5,0,1,48,0
25745,Operations,f,34,3,4,0,1,55,0
67880,Technology,f,36,2,4,0,1,81,0
46565,Technology,m,32,9,1,0,1,82,0
6927,Analytics,m,27,1,,0,3,86,1
19613,Procurement,f,32,7,3,0,1,69,0
47857,Sales & Marketing,f,27,4,3,0,1,47,0
30036,Sales & Marketing,m,40,11,2,0,1,49,0
2119,Sales & Marketing,m,53,12,1,0,1,49,0
75488,Finance,m,37,11,4,0,1,61,0
8496,Operations,m,34,4,5,0,1,61,0
26109,Legal,m,34,3,3,0,1,61,0
46180,Technology,f,41,15,3,0,1,82,0
61640,Technology,f,31,5,1,0,1,83,0
55190,Finance,m,31,2,1,0,1,63,0
60903,HR,f,34,7,3,0,1,48,0
40031,Sales & Marketing,m,36,3,1,0,1,49,0
18972,Finance,m,39,2,4,0,1,62,0
24474,Sales & Marketing,m,34,3,5,0,1,48,0
16715,Operations,m,32,5,5,0,2,55,0
22159,Sales & Marketing,m,32,3,1,0,2,50,0
59911,Procurement,m,38,7,3,0,1,68,0
9157,Sales & Marketing,m,45,6,1,0,1,47,0
59220,Operations,f,29,8,1,0,1,61,0
59387,Sales & Marketing,f,27,3,3,0,2,50,0
31158,Operations,m,49,19,3,0,1,61,0
31859,Procurement,m,47,19,4,0,1,68,0
7435,Analytics,m,20,1,,0,2,83,0
2539,Operations,m,29,2,3,0,1,54,0
11112,Technology,m,24,1,,0,1,81,0
7882,Sales & Marketing,f,31,5,1,0,1,50,0
45586,Sales & Marketing,f,41,7,5,0,1,48,0
44039,Procurement,m,30,6,3,0,1,85,1
